64, 2, 397312, 4096
64, 4, 331776, 4096
64, 8, 299008, 4096
64, 16, 282624, 4096
64, 32, 274432, 4096
64, 64, 270336, 4096
128, 2, 3162112, 16384
128, 4, 2637824, 16384
128, 8, 2375680, 16384
128, 16, 2244608, 16384
128, 32, 2179072, 16384
128, 64, 2146304, 16384
128, 128, 2129920, 16384
256, 2, 25231360, 65536
256, 4, 21037056, 65536
256, 8, 18939904, 65536
256, 16, 17891328, 65536
256, 32, 17367040, 65536
256, 64, 17104896, 65536
256, 128, 16973824, 65536
512, 2, 201588736, 262144
512, 4, 168034304, 262144
512, 8, 151257088, 262144
512, 16, 142868480, 262144
512, 32, 138674176, 262144
512, 64, 136577024, 262144
512, 128, 135528448, 262144
512, 64, 136577024, 262144
512, 64, 136314880, 262144
128, 64, 2129920, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 1074048, 8192
128, 64, 1074048, 8192
128, 64, 2146304, 16384
128, 64, 2146304, 16384
128, 64, 2129920, 16384
512, 8, 150994944, 262144
512, 64, 136314880, 262144
512, 64, 136314880, 262144
512, 128, 135266304, 262144
512, 1, 268435456, 262144
512, 8, 150994944, 262144
512, 4, 167772160, 262144
512, 32, 138412032, 262144
512, 64, 136314880, 262144
512, 64, 135266304, 262144
256, 64, 16908288, 65536
256, 64, 17039360, 65536
256, 32, 17301504, 65536
8, 2, 768, 64
8, 4, 640, 64
8, 2, 768, 64
8, 1, 1024, 64
16, 1, 8192, 256
16, 2, 6144, 256
16, 4, 5120, 256
16, 16, 4352, 256
16, 16, 4352, 256
